,Airline,Date of Journey,Source,Destination,Route,Dep Time,Arr Time,Duration,Total Stops,Additional Info,Price,Arrival_Time_Hour,Dep_Time_Dummy,Dep_Time_Hour,Arrival_Time_Dummy
140,Multiple carriers,2019-04-09,Delhi,Cochin,DEL → BOM → COK,17:30,01:30 10 Apr,8:00,1,No info,13017,01:30:00,1900-01-01 17:30:00,17:30:00,1900-01-01 01:30:00
141,GoAir,2019-06-06,Kolkata,Banglore,CCU → BOM → BLR,23:30,07:45 07 Jun,8:15,1,No info,6686,07:45:00,1900-01-01 23:30:00,23:30:00,1900-01-01 07:45:00
142,IndiGo,2019-06-15,Delhi,Cochin,DEL → MAA → COK,02:00,07:25,5:25,1,No info,5636,07:25:00,1900-01-01 02:00:00,02:00:00,1900-01-01 07:25:00
143,IndiGo,2019-06-09,Delhi,Cochin,DEL → HYD → COK,07:35,16:10,8:35,1,No info,6442,16:10:00,1900-01-01 07:35:00,07:35:00,1900-01-01 16:10:00
144,Multiple carriers,2019-05-21,Delhi,Cochin,DEL → HYD → COK,13:05,00:55 22 May,11:50,1,No info,9486,00:55:00,1900-01-01 13:05:00,13:05:00,1900-01-01 00:55:00
145,Jet Airways,2019-05-21,Kolkata,Banglore,CCU → BOM → BLR,20:00,23:35 22 May,27:35,1,In-flight meal not included,10844,23:35:00,1900-01-01 20:00:00,20:00:00,1900-01-01 23:35:00
146,Jet Airways,2019-06-03,Delhi,Cochin,DEL → ATQ → BOM → COK,20:00,04:25 04 Jun,8:25,2,In-flight meal not included,15318,04:25:00,1900-01-01 20:00:00,20:00:00,1900-01-01 04:25:00
147,Air India,2019-04-03,Delhi,Cochin,DEL → MAA → COK,12:30,09:25 04 Apr,20:55,1,No info,5117,09:25:00,1900-01-01 12:30:00,12:30:00,1900-01-01 09:25:00
148,IndiGo,2019-06-24,Delhi,Cochin,DEL → BLR → COK,15:10,20:00,4:50,1,No info,6147,20:00:00,1900-01-01 15:10:00,15:10:00,1900-01-01 20:00:00
149,Multiple carriers,2019-06-09,Delhi,Cochin,DEL → BOM → COK,12:50,21:00,8:10,1,No info,7005,21:00:00,1900-01-01 12:50:00,12:50:00,1900-01-01 21:00:00
150,SpiceJet,2019-04-03,Kolkata,Banglore,CCU → BLR,22:20,00:40 04 Apr,2:20,0,No info,3873,00:40:00,1900-01-01 22:20:00,22:20:00,1900-01-01 00:40:00
151,Jet Airways,2019-03-21,Delhi,Cochin,DEL → BDQ → BOM → COK,18:25,18:50 22 Mar,24:25,2,In-flight meal not included,9270,18:50:00,1900-01-01 18:25:00,18:25:00,1900-01-01 18:50:00
152,GoAir,2019-06-27,Banglore,Delhi,BLR → DEL,11:40,14:30,2:50,0,No info,3898,14:30:00,1900-01-01 11:40:00,11:40:00,1900-01-01 14:30:00
153,Jet Airways,2019-05-12,Kolkata,Banglore,CCU → BOM → BLR,08:25,20:45,12:20,1,No info,14781,20:45:00,1900-01-01 08:25:00,08:25:00,1900-01-01 20:45:00
154,Jet Airways,2019-05-24,Kolkata,Banglore,CCU → BOM → BLR,20:00,08:15 25 May,12:15,1,In-flight meal not included,8586,08:15:00,1900-01-01 20:00:00,20:00:00,1900-01-01 08:15:00
155,Air India,2019-05-09,Kolkata,Banglore,CCU → JAI → BOM → BLR,08:20,07:55 10 May,23:35,2,No info,10697,07:55:00,1900-01-01 08:20:00,08:20:00,1900-01-01 07:55:00
156,Jet Airways,2019-06-27,Delhi,Cochin,DEL → ATQ → BOM → COK,20:00,12:35 28 Jun,16:35,2,No info,14300,12:35:00,1900-01-01 20:00:00,20:00:00,1900-01-01 12:35:00
157,IndiGo,2019-03-03,Banglore,New Delhi,BLR → DEL,18:55,21:45,2:50,0,No info,8855,21:45:00,1900-01-01 18:55:00,18:55:00,1900-01-01 21:45:00
158,Jet Airways,2019-05-12,Kolkata,Banglore,CCU → BOM → BLR,16:30,18:15 13 May,25:45,1,In-flight meal not included,10844,18:15:00,1900-01-01 16:30:00,16:30:00,1900-01-01 18:15:00
159,Jet Airways,2019-03-06,Delhi,Cochin,DEL → BOM → COK,02:15,04:25 07 Mar,26:10,1,No info,17024,04:25:00,1900-01-01 02:15:00,02:15:00,1900-01-01 04:25:00
160,Jet Airways,2019-05-01,Kolkata,Banglore,CCU → DEL → BLR,09:35,14:25 02 May,28:50,1,In-flight meal not included,9314,14:25:00,1900-01-01 09:35:00,09:35:00,1900-01-01 14:25:00
161,IndiGo,2019-03-24,Banglore,New Delhi,BLR → DEL,00:40,03:25,2:45,0,No info,4777,03:25:00,1900-01-01 00:40:00,00:40:00,1900-01-01 03:25:00
162,Air India,2019-06-09,Kolkata,Banglore,CCU → BBI → BLR,12:00,13:15 10 Jun,25:15,1,No info,7662,13:15:00,1900-01-01 12:00:00,12:00:00,1900-01-01 13:15:00
163,IndiGo,2019-05-09,Delhi,Cochin,DEL → HYD → COK,06:50,16:10,9:20,1,No info,6442,16:10:00,1900-01-01 06:50:00,06:50:00,1900-01-01 16:10:00
164,SpiceJet,2019-06-12,Delhi,Cochin,DEL → PNQ → COK,08:45,13:15,4:30,1,No info,5264,13:15:00,1900-01-01 08:45:00,08:45:00,1900-01-01 13:15:00
165,Jet Airways,2019-05-27,Delhi,Cochin,DEL → BOM → COK,13:00,04:25 28 May,15:25,1,In-flight meal not included,12898,04:25:00,1900-01-01 13:00:00,13:00:00,1900-01-01 04:25:00
166,Air India,2019-03-03,Mumbai,Hyderabad,BOM → HYD,13:55,15:25,1:30,0,No info,6092,15:25:00,1900-01-01 13:55:00,13:55:00,1900-01-01 15:25:00
167,SpiceJet,2019-05-21,Banglore,Delhi,BLR → DEL,05:55,08:35,2:40,0,No info,3311,08:35:00,1900-01-01 05:55:00,05:55:00,1900-01-01 08:35:00
168,Jet Airways,2019-03-27,Delhi,Cochin,DEL → BOM → COK,19:15,04:25 28 Mar,9:10,1,In-flight meal not included,6540,04:25:00,1900-01-01 19:15:00,19:15:00,1900-01-01 04:25:00
169,IndiGo,2019-05-27,Banglore,Delhi,BLR → DEL,01:30,04:15,2:45,0,No info,3419,04:15:00,1900-01-01 01:30:00,01:30:00,1900-01-01 04:15:00
170,Jet Airways,2019-04-03,Delhi,Cochin,DEL → BOM → COK,14:00,12:35 04 Apr,22:35,1,In-flight meal not included,5177,12:35:00,1900-01-01 14:00:00,14:00:00,1900-01-01 12:35:00
171,Air India,2019-04-18,Delhi,Cochin,DEL → COK,18:05,21:10,3:5,0,No info,8246,21:10:00,1900-01-01 18:05:00,18:05:00,1900-01-01 21:10:00
172,Jet Airways,2019-06-09,Kolkata,Banglore,CCU → DEL → BLR,09:35,21:05,11:30,1,No info,14676,21:05:00,1900-01-01 09:35:00,09:35:00,1900-01-01 21:05:00
173,Multiple carriers,2019-06-27,Delhi,Cochin,DEL → BOM → COK,11:30,21:00,9:30,1,No info,13587,21:00:00,1900-01-01 11:30:00,11:30:00,1900-01-01 21:00:00
174,Jet Airways,2019-05-06,Kolkata,Banglore,CCU → BOM → BLR,21:10,09:20 07 May,12:10,1,In-flight meal not included,9663,09:20:00,1900-01-01 21:10:00,21:10:00,1900-01-01 09:20:00
175,Jet Airways,2019-06-12,Kolkata,Banglore,CCU → BOM → BLR,16:30,10:05 13 Jun,17:35,1,No info,13044,10:05:00,1900-01-01 16:30:00,16:30:00,1900-01-01 10:05:00
176,IndiGo,2019-04-03,Delhi,Cochin,DEL → BOM → COK,20:25,01:30 04 Apr,5:5,1,No info,5073,01:30:00,1900-01-01 20:25:00,20:25:00,1900-01-01 01:30:00
177,Vistara,2019-05-21,Kolkata,Banglore,CCU → DEL → BLR,17:00,18:50 22 May,25:50,1,No info,9345,18:50:00,1900-01-01 17:00:00,17:00:00,1900-01-01 18:50:00
178,Jet Airways,2019-05-06,Kolkata,Banglore,CCU → BOM → BLR,14:05,10:05 07 May,20:00,1,In-flight meal not included,9663,10:05:00,1900-01-01 14:05:00,14:05:00,1900-01-01 10:05:00
179,Multiple carriers,2019-05-21,Delhi,Cochin,DEL → BOM → COK,08:00,21:00,13:00,1,No info,14277,21:00:00,1900-01-01 08:00:00,08:00:00,1900-01-01 21:00:00
180,Jet Airways,2019-06-01,Delhi,Cochin,DEL → BOM → COK,10:00,04:25 02 Jun,18:25,1,In-flight meal not included,10262,04:25:00,1900-01-01 10:00:00,10:00:00,1900-01-01 04:25:00
181,Jet Airways,2019-03-27,Mumbai,Hyderabad,BOM → HYD,19:35,21:05,1:30,0,No info,5678,21:05:00,1900-01-01 19:35:00,19:35:00,1900-01-01 21:05:00
182,Multiple carriers,2019-05-15,Delhi,Cochin,DEL → BOM → COK,16:00,01:30 16 May,9:30,1,No info,13727,01:30:00,1900-01-01 16:00:00,16:00:00,1900-01-01 01:30:00
183,Jet Airways,2019-05-06,Kolkata,Banglore,CCU → BOM → BLR,20:00,12:00 07 May,16:00,1,In-flight meal not included,9663,12:00:00,1900-01-01 20:00:00,20:00:00,1900-01-01 12:00:00
184,IndiGo,2019-05-12,Chennai,Kolkata,MAA → CCU,14:45,17:05,2:20,0,No info,3858,17:05:00,1900-01-01 14:45:00,14:45:00,1900-01-01 17:05:00
185,SpiceJet,2019-06-24,Delhi,Cochin,DEL → PNQ → COK,08:45,13:15,4:30,1,No info,4812,13:15:00,1900-01-01 08:45:00,08:45:00,1900-01-01 13:15:00
186,IndiGo,2019-06-27,Delhi,Cochin,DEL → LKO → COK,21:50,03:35 28 Jun,5:45,1,No info,5775,03:35:00,1900-01-01 21:50:00,21:50:00,1900-01-01 03:35:00
187,Jet Airways,2019-06-06,Kolkata,Banglore,CCU → DEL → BLR,09:35,09:45 07 Jun,24:10,1,In-flight meal not included,10539,09:45:00,1900-01-01 09:35:00,09:35:00,1900-01-01 09:45:00
188,IndiGo,2019-06-03,Kolkata,Banglore,CCU → BLR,15:30,18:05,2:35,0,No info,4804,18:05:00,1900-01-01 15:30:00,15:30:00,1900-01-01 18:05:00
189,Air Asia,2019-06-12,Banglore,Delhi,BLR → DEL,11:10,13:55,2:45,0,No info,3383,13:55:00,1900-01-01 11:10:00,11:10:00,1900-01-01 13:55:00
190,IndiGo,2019-03-03,Banglore,New Delhi,BLR → HYD → DEL,12:10,17:05,4:55,1,No info,8738,17:05:00,1900-01-01 12:10:00,12:10:00,1900-01-01 17:05:00
191,Air India,2019-03-27,Delhi,Cochin,DEL → TRV → COK,05:15,06:50 28 Mar,25:35,1,No info,7165,06:50:00,1900-01-01 05:15:00,05:15:00,1900-01-01 06:50:00
192,IndiGo,2019-06-24,Delhi,Cochin,DEL → HYD → COK,16:10,22:30,6:20,1,No info,6412,22:30:00,1900-01-01 16:10:00,16:10:00,1900-01-01 22:30:00
193,Jet Airways,2019-06-27,Banglore,Delhi,BLR → DEL,18:55,22:00,3:5,0,No info,8016,22:00:00,1900-01-01 18:55:00,18:55:00,1900-01-01 22:00:00
194,Jet Airways,2019-03-12,Banglore,New Delhi,BLR → BOM → DEL,20:35,15:15 13 Mar,18:40,1,In-flight meal not included,11087,15:15:00,1900-01-01 20:35:00,20:35:00,1900-01-01 15:15:00
195,SpiceJet,2019-06-27,Chennai,Kolkata,MAA → CCU,09:45,12:00,2:15,0,No check-in baggage included,3543,12:00:00,1900-01-01 09:45:00,09:45:00,1900-01-01 12:00:00
196,Jet Airways,2019-06-12,Kolkata,Banglore,CCU → BOM → BLR,16:30,04:40 13 Jun,12:10,1,No info,12471,04:40:00,1900-01-01 16:30:00,16:30:00,1900-01-01 04:40:00
197,Jet Airways,2019-06-24,Delhi,Cochin,DEL → BOM → COK,09:00,04:25 25 Jun,19:25,1,In-flight meal not included,10262,04:25:00,1900-01-01 09:00:00,09:00:00,1900-01-01 04:25:00
198,Air India,2019-03-18,Banglore,New Delhi,BLR → DEL,13:20,16:10,2:50,0,No info,4441,16:10:00,1900-01-01 13:20:00,13:20:00,1900-01-01 16:10:00
199,Multiple carriers,2019-03-27,Delhi,Cochin,DEL → BOM → COK,07:05,15:30,8:25,1,No info,12537,15:30:00,1900-01-01 07:05:00,07:05:00,1900-01-01 15:30:00
200,GoAir,2019-03-24,Kolkata,Banglore,CCU → BOM → BLR,22:25,07:40 25 Mar,9:15,1,No info,10091,07:40:00,1900-01-01 22:25:00,22:25:00,1900-01-01 07:40:00
201,Air India,2019-06-03,Banglore,Delhi,BLR → DEL,21:05,23:55,2:50,0,No info,6961,23:55:00,1900-01-01 21:05:00,21:05:00,1900-01-01 23:55:00
202,IndiGo,2019-04-24,Delhi,Cochin,DEL → COK,05:35,08:50,3:15,0,No info,5013,08:50:00,1900-01-01 05:35:00,05:35:00,1900-01-01 08:50:00
203,Air India,2019-05-18,Delhi,Cochin,DEL → COK,05:10,08:00,2:50,0,No info,6934,08:00:00,1900-01-01 05:10:00,05:10:00,1900-01-01 08:00:00
204,Multiple carriers,2019-06-03,Delhi,Cochin,DEL → BOM → COK,06:40,19:00,12:20,1,No info,10877,19:00:00,1900-01-01 06:40:00,06:40:00,1900-01-01 19:00:00
205,Jet Airways,2019-04-18,Banglore,Delhi,BLR → DEL,15:15,18:10,2:55,0,No info,7229,18:10:00,1900-01-01 15:15:00,15:15:00,1900-01-01 18:10:00
206,IndiGo,2019-03-27,Delhi,Cochin,DEL → BOM → COK,16:00,01:35 28 Mar,9:35,1,No info,7048,01:35:00,1900-01-01 16:00:00,16:00:00,1900-01-01 01:35:00
207,Vistara,2019-06-27,Banglore,Delhi,BLR → DEL,17:00,19:35,2:35,0,No info,4878,19:35:00,1900-01-01 17:00:00,17:00:00,1900-01-01 19:35:00
208,Jet Airways,2019-05-21,Kolkata,Banglore,CCU → BOM → BLR,14:05,23:35,9:30,1,In-flight meal not included,10844,23:35:00,1900-01-01 14:05:00,14:05:00,1900-01-01 23:35:00
209,Jet Airways,2019-05-18,Delhi,Cochin,DEL → AMD → BOM → COK,23:05,04:25 20 May,29:20,2,No info,15129,04:25:00,1900-01-01 23:05:00,23:05:00,1900-01-01 04:25:00
210,IndiGo,2019-05-12,Banglore,Delhi,BLR → DEL,00:30,03:25,2:55,0,No info,3943,03:25:00,1900-01-01 00:30:00,00:30:00,1900-01-01 03:25:00
211,SpiceJet,2019-06-06,Delhi,Cochin,DEL → MAA → COK,06:05,11:20,5:15,1,No info,5583,11:20:00,1900-01-01 06:05:00,06:05:00,1900-01-01 11:20:00
212,Multiple carriers,2019-06-06,Delhi,Cochin,DEL → HYD → COK,07:05,16:10,9:5,1,No info,9646,16:10:00,1900-01-01 07:05:00,07:05:00,1900-01-01 16:10:00
213,Multiple carriers,2019-06-03,Delhi,Cochin,DEL → BOM → COK,08:30,19:15,10:45,1,No info,7677,19:15:00,1900-01-01 08:30:00,08:30:00,1900-01-01 19:15:00
214,IndiGo,2019-06-01,Delhi,Cochin,DEL → BLR → COK,05:10,10:05,4:55,1,No info,6842,10:05:00,1900-01-01 05:10:00,05:10:00,1900-01-01 10:05:00
215,Jet Airways,2019-06-24,Mumbai,Hyderabad,BOM → HYD,08:45,10:15,1:30,0,In-flight meal not included,4995,10:15:00,1900-01-01 08:45:00,08:45:00,1900-01-01 10:15:00
216,Vistara,2019-06-09,Kolkata,Banglore,CCU → DEL → BLR,07:10,18:50,11:40,1,No info,9555,18:50:00,1900-01-01 07:10:00,07:10:00,1900-01-01 18:50:00
217,IndiGo,2019-06-01,Banglore,Delhi,BLR → DEL,01:30,04:15,2:45,0,No info,4077,04:15:00,1900-01-01 01:30:00,01:30:00,1900-01-01 04:15:00
218,Jet Airways,2019-05-12,Banglore,Delhi,BLR → DEL,15:15,18:10,2:55,0,No info,7229,18:10:00,1900-01-01 15:15:00,15:15:00,1900-01-01 18:10:00
219,Multiple carriers,2019-06-09,Delhi,Cochin,DEL → BOM → COK,09:00,19:00,10:00,1,No info,12192,19:00:00,1900-01-01 09:00:00,09:00:00,1900-01-01 19:00:00
220,Air India,2019-04-12,Banglore,Delhi,BLR → DEL,10:00,12:45,2:45,0,No info,5911,12:45:00,1900-01-01 10:00:00,10:00:00,1900-01-01 12:45:00
221,Air India,2019-06-12,Delhi,Cochin,DEL → BOM → COK,09:00,19:15,10:15,1,No info,8372,19:15:00,1900-01-01 09:00:00,09:00:00,1900-01-01 19:15:00
222,Jet Airways,2019-03-18,Mumbai,Hyderabad,BOM → HYD,07:10,08:35,1:25,0,In-flight meal not included,4995,08:35:00,1900-01-01 07:10:00,07:10:00,1900-01-01 08:35:00
223,Multiple carriers,2019-05-09,Delhi,Cochin,DEL → BOM → COK,10:00,19:15,9:15,1,No info,14323,19:15:00,1900-01-01 10:00:00,10:00:00,1900-01-01 19:15:00
224,Jet Airways,2019-06-09,Delhi,Cochin,DEL → JAI → BOM → COK,05:30,04:25 10 Jun,22:55,2,No info,13014,04:25:00,1900-01-01 05:30:00,05:30:00,1900-01-01 04:25:00
225,Air India,2019-06-06,Delhi,Cochin,DEL → CCU → BOM → COK,14:25,19:15 07 Jun,28:50,2,No info,13591,19:15:00,1900-01-01 14:25:00,14:25:00,1900-01-01 19:15:00
226,Jet Airways,2019-03-03,Delhi,Cochin,DEL → IDR → BOM → COK,05:25,18:50 04 Mar,37:25,2,No info,18799,18:50:00,1900-01-01 05:25:00,05:25:00,1900-01-01 18:50:00
227,IndiGo,2019-04-27,Banglore,Delhi,BLR → DEL,23:30,02:20 28 Apr,2:50,0,No info,3943,02:20:00,1900-01-01 23:30:00,23:30:00,1900-01-01 02:20:00
228,SpiceJet,2019-05-21,Mumbai,Hyderabad,BOM → HYD,05:45,07:15,1:30,0,No check-in baggage included,1965,07:15:00,1900-01-01 05:45:00,05:45:00,1900-01-01 07:15:00
229,Jet Airways,2019-05-27,Mumbai,Hyderabad,BOM → HYD,10:20,11:50,1:30,0,In-flight meal not included,4995,11:50:00,1900-01-01 10:20:00,10:20:00,1900-01-01 11:50:00
230,Air India,2019-03-24,Kolkata,Banglore,CCU → BOM → BLR,16:50,18:30 25 Mar,25:40,1,No info,14641,18:30:00,1900-01-01 16:50:00,16:50:00,1900-01-01 18:30:00
231,Air India,2019-04-12,Kolkata,Banglore,CCU → BLR,20:45,23:20,2:35,0,No info,4460,23:20:00,1900-01-01 20:45:00,20:45:00,1900-01-01 23:20:00
232,Air India,2019-05-18,Delhi,Cochin,DEL → BOM → COK,13:00,19:15,6:15,1,No info,10191,19:15:00,1900-01-01 13:00:00,13:00:00,1900-01-01 19:15:00
233,Jet Airways,2019-03-09,Delhi,Cochin,DEL → BOM → COK,02:15,19:45,17:30,1,In-flight meal not included,13843,19:45:00,1900-01-01 02:15:00,02:15:00,1900-01-01 19:45:00
234,IndiGo,2019-05-01,Delhi,Cochin,DEL → LKO → COK,21:50,03:35 02 May,5:45,1,No info,6349,03:35:00,1900-01-01 21:50:00,21:50:00,1900-01-01 03:35:00
235,Air Asia,2019-05-01,Kolkata,Banglore,CCU → BLR,10:20,12:55,2:35,0,No info,4409,12:55:00,1900-01-01 10:20:00,10:20:00,1900-01-01 12:55:00
236,Jet Airways,2019-03-06,Delhi,Cochin,DEL → BOM → COK,18:15,19:45 07 Mar,25:30,1,No info,17024,19:45:00,1900-01-01 18:15:00,18:15:00,1900-01-01 19:45:00
237,Multiple carriers,2019-05-18,Delhi,Cochin,DEL → BOM → COK,07:05,21:00,13:55,1,No info,13727,21:00:00,1900-01-01 07:05:00,07:05:00,1900-01-01 21:00:00
238,IndiGo,2019-03-15,Banglore,New Delhi,BLR → DEL,18:25,21:20,2:55,0,No info,8855,21:20:00,1900-01-01 18:25:00,18:25:00,1900-01-01 21:20:00
239,Multiple carriers,2019-06-24,Delhi,Cochin,DEL → BOM → COK,08:45,19:00,10:15,1,No info,12524,19:00:00,1900-01-01 08:45:00,08:45:00,1900-01-01 19:00:00
240,Jet Airways,2019-03-18,Banglore,New Delhi,BLR → BOM → DEL,11:40,20:20,8:40,1,No info,13555,20:20:00,1900-01-01 11:40:00,11:40:00,1900-01-01 20:20:00
241,Jet Airways,2019-06-06,Kolkata,Banglore,CCU → BOM → BLR,06:30,12:00,5:30,1,In-flight meal not included,10844,12:00:00,1900-01-01 06:30:00,06:30:00,1900-01-01 12:00:00
242,Multiple carriers,2019-06-09,Delhi,Cochin,DEL → BOM → COK,09:00,21:00,12:00,1,No info,13587,21:00:00,1900-01-01 09:00:00,09:00:00,1900-01-01 21:00:00
243,SpiceJet,2019-06-12,Chennai,Kolkata,MAA → CCU,09:45,12:00,2:15,0,No check-in baggage included,3543,12:00:00,1900-01-01 09:45:00,09:45:00,1900-01-01 12:00:00
244,Vistara,2019-03-18,Chennai,Kolkata,MAA → CCU,07:05,09:20,2:15,0,No info,4842,09:20:00,1900-01-01 07:05:00,07:05:00,1900-01-01 09:20:00
245,IndiGo,2019-04-24,Banglore,Delhi,BLR → DEL,23:30,02:20 25 Apr,2:50,0,No info,3943,02:20:00,1900-01-01 23:30:00,23:30:00,1900-01-01 02:20:00
246,Jet Airways,2019-06-09,Delhi,Cochin,DEL → BOM → COK,19:15,04:25 10 Jun,9:10,1,In-flight meal not included,10577,04:25:00,1900-01-01 19:15:00,19:15:00,1900-01-01 04:25:00
247,IndiGo,2019-05-15,Delhi,Cochin,DEL → BOM → COK,10:35,21:00,10:25,1,No info,6979,21:00:00,1900-01-01 10:35:00,10:35:00,1900-01-01 21:00:00
248,Vistara,2019-06-27,Chennai,Kolkata,MAA → CCU,17:45,20:05,2:20,0,No info,11982,20:05:00,1900-01-01 17:45:00,17:45:00,1900-01-01 20:05:00
249,SpiceJet,2019-06-06,Delhi,Cochin,DEL → PNQ → COK,08:45,13:15,4:30,1,No info,5264,13:15:00,1900-01-01 08:45:00,08:45:00,1900-01-01 13:15:00
250,Vistara,2019-03-03,Delhi,Cochin,DEL → COK,06:00,09:10,3:10,0,No info,8001,09:10:00,1900-01-01 06:00:00,06:00:00,1900-01-01 09:10:00
251,Air India,2019-06-01,Delhi,Cochin,DEL → AMD → BOM → COK,19:45,19:15 02 Jun,23:30,2,No info,10651,19:15:00,1900-01-01 19:45:00,19:45:00,1900-01-01 19:15:00
252,Jet Airways,2019-05-24,Kolkata,Banglore,CCU → BOM → BLR,16:30,19:50 25 May,27:20,1,In-flight meal not included,10844,19:50:00,1900-01-01 16:30:00,16:30:00,1900-01-01 19:50:00
253,Multiple carriers,2019-03-27,Delhi,Cochin,DEL → HYD → COK,09:45,22:20,12:35,1,No info,6601,22:20:00,1900-01-01 09:45:00,09:45:00,1900-01-01 22:20:00
254,Air India,2019-03-21,Delhi,Cochin,DEL → BOM → COK,19:00,19:15 22 Mar,24:15,1,No info,6587,19:15:00,1900-01-01 19:00:00,19:00:00,1900-01-01 19:15:00
255,SpiceJet,2019-03-21,Mumbai,Hyderabad,BOM → HYD,13:10,14:30,1:20,0,No info,3173,14:30:00,1900-01-01 13:10:00,13:10:00,1900-01-01 14:30:00
256,Air India,2019-05-09,Banglore,Delhi,BLR → DEL,10:00,12:45,2:45,0,No info,5228,12:45:00,1900-01-01 10:00:00,10:00:00,1900-01-01 12:45:00
257,Jet Airways,2019-06-21,Banglore,Delhi,BLR → DEL,07:10,10:10,3:00,0,In-flight meal not included,5769,10:10:00,1900-01-01 07:10:00,07:10:00,1900-01-01 10:10:00
258,Jet Airways,2019-06-06,Delhi,Cochin,DEL → BOM → COK,08:00,19:00,11:00,1,No info,14714,19:00:00,1900-01-01 08:00:00,08:00:00,1900-01-01 19:00:00
259,Jet Airways,2019-06-03,Delhi,Cochin,DEL → JAI → BOM → COK,05:30,19:00,13:30,2,No info,13014,19:00:00,1900-01-01 05:30:00,05:30:00,1900-01-01 19:00:00
260,IndiGo,2019-06-03,Banglore,Delhi,BLR → DEL,22:10,01:00 04 Jun,2:50,0,No info,3359,01:00:00,1900-01-01 22:10:00,22:10:00,1900-01-01 01:00:00
261,GoAir,2019-03-03,Banglore,New Delhi,BLR → DEL,20:55,23:50,2:55,0,No info,6722,23:50:00,1900-01-01 20:55:00,20:55:00,1900-01-01 23:50:00
262,IndiGo,2019-03-18,Kolkata,Banglore,CCU → BLR,09:35,12:20,2:45,0,No info,4462,12:20:00,1900-01-01 09:35:00,09:35:00,1900-01-01 12:20:00
263,IndiGo,2019-03-09,Delhi,Cochin,DEL → HYD → COK,04:55,16:10,11:15,1,No info,6171,16:10:00,1900-01-01 04:55:00,04:55:00,1900-01-01 16:10:00
264,Air India,2019-05-21,Kolkata,Banglore,CCU → IXR → DEL → BLR,05:50,20:25,14:35,2,No info,12303,20:25:00,1900-01-01 05:50:00,05:50:00,1900-01-01 20:25:00
265,Multiple carriers,2019-03-21,Delhi,Cochin,DEL → BOM → COK,11:40,01:35 22 Mar,13:55,1,No info,7695,01:35:00,1900-01-01 11:40:00,11:40:00,1900-01-01 01:35:00
266,IndiGo,2019-06-24,Delhi,Cochin,DEL → BOM → COK,11:25,01:30 25 Jun,14:5,1,No info,5684,01:30:00,1900-01-01 11:25:00,11:25:00,1900-01-01 01:30:00
267,Air India,2019-06-12,Kolkata,Banglore,CCU → BOM → BLR,16:50,07:55 13 Jun,15:5,1,No info,8366,07:55:00,1900-01-01 16:50:00,16:50:00,1900-01-01 07:55:00
268,Air India,2019-03-01,Chennai,Kolkata,MAA → CCU,11:40,13:55,2:15,0,No info,19630,13:55:00,1900-01-01 11:40:00,11:40:00,1900-01-01 13:55:00
269,Jet Airways,2019-03-06,Banglore,New Delhi,BLR → BOM → DEL,14:05,05:05 07 Mar,15:00,1,In-flight meal not included,13502,05:05:00,1900-01-01 14:05:00,14:05:00,1900-01-01 05:05:00
270,Jet Airways,2019-05-01,Kolkata,Banglore,CCU → BOM → BLR,21:10,10:05 02 May,12:55,1,No info,14781,10:05:00,1900-01-01 21:10:00,21:10:00,1900-01-01 10:05:00
271,Multiple carriers,2019-06-12,Delhi,Cochin,DEL → HYD → COK,07:10,16:10,9:00,1,No info,6513,16:10:00,1900-01-01 07:10:00,07:10:00,1900-01-01 16:10:00
272,Air India,2019-06-01,Delhi,Cochin,DEL → BOM → COK,07:00,19:15,12:15,1,No info,9929,19:15:00,1900-01-01 07:00:00,07:00:00,1900-01-01 19:15:00
273,Multiple carriers,2019-06-06,Delhi,Cochin,DEL → IXU → BOM → COK,17:50,01:30 07 Jun,7:40,2,No info,18275,01:30:00,1900-01-01 17:50:00,17:50:00,1900-01-01 01:30:00
274,Air India,2019-04-09,Delhi,Cochin,DEL → MAA → COK,06:05,09:25 10 Apr,27:20,1,No info,4487,09:25:00,1900-01-01 06:05:00,06:05:00,1900-01-01 09:25:00
275,IndiGo,2019-03-15,Mumbai,Hyderabad,BOM → HYD,21:20,22:45,1:25,0,No info,2754,22:45:00,1900-01-01 21:20:00,21:20:00,1900-01-01 22:45:00
276,Air India,2019-03-27,Mumbai,Hyderabad,BOM → HYD,06:20,07:40,1:20,0,No info,2575,07:40:00,1900-01-01 06:20:00,06:20:00,1900-01-01 07:40:00
277,SpiceJet,2019-06-12,Kolkata,Banglore,CCU → IXB → BLR,15:55,21:25,5:30,1,No info,8224,21:25:00,1900-01-01 15:55:00,15:55:00,1900-01-01 21:25:00
278,Air India,2019-03-09,Delhi,Cochin,DEL → BLR → COK,20:30,08:15 10 Mar,11:45,1,No info,8991,08:15:00,1900-01-01 20:30:00,20:30:00,1900-01-01 08:15:00
279,IndiGo,2019-06-24,Delhi,Cochin,DEL → COK,05:35,08:50,3:15,0,No info,5000,08:50:00,1900-01-01 05:35:00,05:35:00,1900-01-01 08:50:00
280,Jet Airways,2019-06-12,Kolkata,Banglore,CCU → BOM → BLR,18:55,19:50 13 Jun,24:55,1,In-flight meal not included,8529,19:50:00,1900-01-01 18:55:00,18:55:00,1900-01-01 19:50:00
281,Air India,2019-03-03,Delhi,Cochin,DEL → MAA → COK,06:05,09:25 04 Mar,27:20,1,No info,14042,09:25:00,1900-01-01 06:05:00,06:05:00,1900-01-01 09:25:00
